country,year,gdp_per_hour_worked_1990_100
ltu,1996,77.69999694824219
ltu,1997,83.30000305175781
ltu,1998,87.9000015258789
ltu,1999,91.80000305175781
ltu,2000,92.80000305175781
ltu,2001,103.80000305175781
ltu,2002,108.80000305175781
ltu,2003,118.4000015258789
ltu,2004,122.19999694824219
ltu,2005,130.6999969482422
ltu,2006,141.1999969482422
ltu,2007,151.3000030517578
ltu,2008,154.89999389648438
ltu,2009,148.39999389648438
ltu,2010,157.39999389648438
ltu,2011,168.5
ltu,2012,172.10000610351562
ltu,2013,176.89999389648438
ltu,2014,179.3000030517578
ltu,2015,180.6999969482422
lux,1980,74.30000305175781
lux,1981,75.9000015258789
lux,1982,76.5999984741211
lux,1983,79.4000015258789
lux,1984,84.5
lux,1985,85.4000015258789
lux,1986,90.30000305175781
lux,1987,90.0999984741211
lux,1988,95.4000015258789
lux,1989,102.0
lux,1990,100.0
lux,1991,105.5999984741211
lux,1992,106.0
lux,1993,108.0999984741211
lux,1994,110.69999694824219
lux,1995,108.5999984741211
lux,1996,109.30000305175781
lux,1997,113.19999694824219
lux,1998,115.80000305175781
lux,1999,119.80000305175781
lux,2000,123.5
lux,2001,120.5
lux,2002,121.30000305175781
lux,2003,120.5999984741211
lux,2004,123.69999694824219
lux,2005,127.30000305175781
lux,2006,128.5
lux,2007,129.8000030517578
lux,2008,124.5
lux,2009,125.0
lux,2010,133.3000030517578
lux,2011,137.6999969482422
lux,2012,133.10000610351562
lux,2013,134.39999389648438
lux,2014,132.8000030517578
lux,2015,131.60000610351562
mys,1980,78.5
mys,1981,77.80000305175781
mys,1982,82.5999984741211
mys,1983,84.5
mys,1984,89.69999694824219
mys,1985,87.5
mys,1986,86.9000015258789
mys,1987,88.4000015258789
mys,1988,92.5
mys,1989,97.0999984741211
mys,1990,100.0
mys,1991,105.5
mys,1992,111.30000305175781
mys,1993,116.5999984741211
mys,1994,123.69999694824219
mys,1995,133.5
mys,1996,132.1999969482422
mys,1997,138.60000610351562
mys,1998,128.0
mys,1999,132.60000610351562
mys,2000,137.5
mys,2001,136.5
mys,2002,139.1999969482422
mys,2003,142.6999969482422
mys,2004,152.8000030517578
mys,2005,157.1999969482422
mys,2006,162.6999969482422
mys,2007,170.89999389648438
mys,2008,178.5
mys,2009,171.3000030517578
mys,2010,167.1999969482422
mys,2011,171.39999389648438
mys,2012,176.0
mys,2013,174.8000030517578
mys,2014,180.60000610351562
mys,2015,184.6999969482422
mlt,1980,68.69999694824219
mlt,1981,72.5
mlt,1982,78.0999984741211
mlt,1983,78.9000015258789
mlt,1984,81.0999984741211
mlt,1985,82.5999984741211
mlt,1986,84.4000015258789
mlt,1987,83.0
mlt,1988,88.0
mlt,1989,94.9000015258789
mlt,1990,100.0
mlt,1991,103.0999984741211
mlt,1992,107.30000305175781
mlt,1993,112.0999984741211
mlt,1994,117.0999984741211
mlt,1995,119.30000305175781
mlt,1996,122.30000305175781
mlt,1997,128.1999969482422
mlt,1998,133.60000610351562
mlt,1999,140.39999389648438
mlt,2000,152.0
mlt,2001,156.6999969482422
mlt,2002,156.5
mlt,2003,162.1999969482422
mlt,2004,170.39999389648438
mlt,2005,168.60000610351562
mlt,2006,169.3000030517578
mlt,2007,172.60000610351562
mlt,2008,173.5
mlt,2009,169.8000030517578
mlt,2010,176.39999389648438
mlt,2011,179.89999389648438
mlt,2012,181.5
mlt,2013,182.60000610351562
mlt,2014,182.60000610351562
mlt,2015,183.1999969482422
mex,1980,117.0999984741211
mex,1981,123.0999984741211
mex,1982,118.19999694824219
mex,1983,112.5999984741211
mex,1984,111.9000015258789
mex,1985,109.5
mex,1986,102.0999984741211
mex,1987,100.4000015258789
mex,1988,98.19999694824219
mex,1989,98.5999984741211
mex,1990,100.0
mex,1991,104.0
mex,1992,104.5999984741211
mex,1993,102.5
mex,1994,101.80000305175781
mex,1995,95.69999694824219
mex,1996,95.30000305175781
mex,1997,94.0999984741211
mex,1998,99.5
mex,1999,98.69999694824219
mex,2000,106.19999694824219
mex,2001,107.30000305175781
mex,2002,103.19999694824219
mex,2003,106.4000015258789
mex,2004,108.0999984741211
mex,2005,107.5
mex,2006,111.5
mex,2007,114.0
mex,2008,110.5
mex,2009,111.0999984741211
mex,2010,105.69999694824219
mex,2011,108.80000305175781
mex,2012,109.5
mex,2013,108.69999694824219
mex,2014,109.19999694824219
mex,2015,110.4000015258789
nld,1980,84.5999984741211
nld,1981,84.5999984741211
nld,1982,85.69999694824219
nld,1983,88.69999694824219
nld,1984,91.4000015258789
nld,1985,93.5
nld,1986,94.80000305175781
nld,1987,95.4000015258789
nld,1988,96.4000015258789
nld,1989,98.5999984741211
nld,1990,100.0
nld,1991,101.0999984741211
nld,1992,101.0
nld,1993,102.5999984741211
nld,1994,104.30000305175781
nld,1995,104.4000015258789
nld,1996,104.4000015258789
nld,1997,106.30000305175781
nld,1998,108.69999694824219
nld,1999,110.5
nld,2000,114.30000305175781
nld,2001,114.80000305175781
nld,2002,115.30000305175781
nld,2003,117.0
nld,2004,118.80000305175781
nld,2005,121.80000305175781
nld,2006,124.0999984741211
nld,2007,125.69999694824219
nld,2008,126.19999694824219
nld,2009,123.80000305175781
nld,2010,126.0
nld,2011,126.9000015258789
nld,2012,125.19999694824219
nld,2013,126.30000305175781
nld,2014,127.4000015258789
nld,2015,128.39999389648438
nzl,1980,78.0999984741211
nzl,1981,83.5
nzl,1982,84.9000015258789
nzl,1983,87.5999984741211
nzl,1984,90.69999694824219
nzl,1985,89.19999694824219
nzl,1986,90.30000305175781
nzl,1987,92.0
nzl,1988,92.4000015258789
nzl,1989,98.19999694824219
nzl,1990,100.0
nzl,1991,99.4000015258789
nzl,1992,100.69999694824219
nzl,1993,103.5
nzl,1994,107.4000015258789
nzl,1995,107.5
nzl,1996,108.19999694824219
nzl,1997,109.5
nzl,1998,109.0999984741211
nzl,1999,110.0
nzl,2000,113.30000305175781
nzl,2001,115.0
nzl,2002,117.69999694824219
nzl,2003,119.9000015258789
nzl,2004,121.0
nzl,2005,120.9000015258789
nzl,2006,121.19999694824219
nzl,2007,124.9000015258789
nzl,2008,122.69999694824219
nzl,2009,124.0
nzl,2010,125.19999694824219
nzl,2011,125.80000305175781
nzl,2012,129.3000030517578
nzl,2013,129.10000610351562
nzl,2014,128.1999969482422
nzl,2015,130.3000030517578
nor,1980,79.0
nor,1981,79.19999694824219
nor,1982,79.9000015258789
nor,1983,83.30000305175781
nor,1984,87.9000015258789
nor,1985,90.30000305175781
nor,1986,90.80000305175781
nor,1987,92.5
nor,1988,92.80000305175781
nor,1989,96.5999984741211
nor,1990,100.0
nor,1991,104.30000305175781
nor,1992,107.5
nor,1993,110.0
nor,1994,114.19999694824219
nor,1995,117.9000015258789
nor,1996,121.69999694824219
nor,1997,125.0
nor,1998,125.0999984741211
nor,1999,126.5999984741211
nor,2000,131.39999389648438
nor,2001,136.10000610351562
nor,2002,138.89999389648438
nor,2003,143.10000610351562
nor,2004,145.8000030517578
nor,2005,147.3000030517578
nor,2006,146.10000610351562
nor,2007,143.5
nor,2008,139.1999969482422
nor,2009,139.60000610351562
nor,2010,140.3000030517578
nor,2011,139.1999969482422
nor,2012,140.3000030517578
nor,2013,140.39999389648438
nor,2014,141.3000030517578
nor,2015,142.60000610351562
pak,1980,70.0
pak,1981,74.0
pak,1982,78.0
pak,1983,81.5999984741211
pak,1984,82.19999694824219
pak,1985,86.5999984741211
pak,1986,91.69999694824219
pak,1987,92.5999984741211
pak,1988,97.80000305175781
pak,1989,99.19999694824219
pak,1990,100.0
pak,1991,109.69999694824219
pak,1992,110.0999984741211
pak,1993,109.0
pak,1994,112.0
pak,1995,116.69999694824219
pak,1996,117.30000305175781
pak,1997,113.69999694824219
pak,1998,112.0
pak,1999,113.9000015258789
pak,2000,118.4000015258789
pak,2001,119.5999984741211
pak,2002,120.69999694824219
pak,2003,124.80000305175781
pak,2004,128.3000030517578
pak,2005,135.5
pak,2006,132.8000030517578
pak,2007,134.6999969482422
pak,2008,133.5
pak,2009,133.0
pak,2010,131.89999389648438
pak,2011,132.1999969482422
pak,2012,135.5
pak,2013,140.89999389648438
pak,2014,143.89999389648438
pak,2015,145.6999969482422
per,1980,156.39999389648438
per,1981,157.8000030517578
per,1982,153.60000610351562
per,1983,127.0
per,1984,128.6999969482422
per,1985,128.60000610351562
per,1986,130.8000030517578
per,1987,137.1999969482422
per,1988,125.5999984741211
per,1989,108.0999984741211
per,1990,100.0
per,1991,96.30000305175781
per,1992,95.80000305175781
per,1993,97.0
per,1994,103.9000015258789
per,1995,106.19999694824219
per,1996,105.19999694824219
per,1997,109.5
per,1998,104.5
per,1999,102.69999694824219
per,2000,102.19999694824219
per,2001,102.5999984741211
per,2002,108.19999694824219
per,2003,109.30000305175781
per,2004,113.0
per,2005,117.69999694824219
per,2006,121.9000015258789
per,2007,128.89999389648438
per,2008,136.60000610351562
per,2009,139.39999389648438
per,2010,147.8000030517578
per,2011,154.0
per,2012,160.6999969482422
per,2013,166.1999969482422
per,2014,168.5
per,2015,172.1999969482422
pol,1990,100.0
pol,1991,99.0999984741211
pol,1992,104.0999984741211
pol,1993,110.19999694824219
pol,1994,116.30000305175781
pol,1995,124.4000015258789
pol,1996,129.5
pol,1997,134.39999389648438
pol,1998,138.8000030517578
pol,1999,146.6999969482422
pol,2000,157.0
pol,2001,162.39999389648438
pol,2002,171.3000030517578
pol,2003,179.0
pol,2004,186.10000610351562
pol,2005,189.10000610351562
pol,2006,194.5
pol,2007,199.8000030517578
pol,2008,200.8000030517578
pol,2009,206.89999389648438
pol,2010,221.0
pol,2011,230.8000030517578
pol,2012,235.1999969482422
pol,2013,239.6999969482422
pol,2014,242.89999389648438
pol,2015,248.6999969482422
prt,1980,85.5
prt,1981,87.19999694824219
prt,1982,90.0
prt,1983,86.5999984741211
prt,1984,85.9000015258789
prt,1985,89.4000015258789
prt,1986,93.5
prt,1987,95.80000305175781
prt,1988,100.0999984741211
prt,1989,101.5999984741211
prt,1990,100.0
prt,1991,110.30000305175781
prt,1992,114.9000015258789
prt,1993,114.4000015258789
prt,1994,114.0999984741211
prt,1995,116.0
prt,1996,118.0
prt,1997,120.30000305175781
prt,1998,121.69999694824219
prt,1999,124.30000305175781
prt,2000,125.5999984741211
prt,2001,127.0
prt,2002,127.9000015258789
prt,2003,128.39999389648438
prt,2004,131.1999969482422
prt,2005,132.6999969482422
prt,2006,135.10000610351562
prt,2007,137.1999969482422
prt,2008,137.89999389648438
prt,2009,137.60000610351562
prt,2010,142.0
prt,2011,143.89999389648438
prt,2012,146.5
prt,2013,148.5
prt,2014,147.39999389648438
prt,2015,148.6999969482422
rou,1990,100.0
rou,1991,84.5
rou,1992,80.5999984741211
rou,1993,85.0999984741211
rou,1994,87.69999694824219
rou,1995,103.19999694824219
rou,1996,108.5
rou,1997,102.5
rou,1998,103.5
rou,1999,104.9000015258789
rou,2000,108.0999984741211
rou,2001,115.4000015258789
rou,2002,134.0
rou,2003,143.8000030517578
rou,2004,157.6999969482422
rou,2005,166.1999969482422
rou,2006,176.8000030517578
rou,2007,187.3000030517578
rou,2008,203.10000610351562
rou,2009,193.6999969482422
rou,2010,193.39999389648438
rou,2011,193.60000610351562
rou,2012,214.0
rou,2013,222.39999389648438
rou,2014,226.0
rou,2015,230.6999969482422
rus,1990,100.0
rus,1991,97.0999984741211
rus,1992,85.4000015258789
rus,1993,79.0
rus,1994,73.0
rus,1995,72.30000305175781
rus,1996,70.0999984741211
rus,1997,70.4000015258789
rus,1998,67.9000015258789
rus,1999,66.5
rus,2000,70.0999984741211
rus,2001,73.69999694824219
rus,2002,75.4000015258789
rus,2003,80.69999694824219
rus,2004,85.4000015258789
rus,2005,89.80000305175781
rus,2006,95.80000305175781
rus,2007,101.30000305175781
rus,2008,106.19999694824219
rus,2009,101.4000015258789
rus,2010,105.0999984741211
rus,2011,108.0
rus,2012,110.4000015258789
rus,2013,112.19999694824219
rus,2014,112.69999694824219
rus,2015,109.0999984741211
lca,1985,66.5
lca,1986,77.4000015258789
lca,1987,79.4000015258789
lca,1988,91.0999984741211
lca,1989,98.0
lca,1990,100.0
lca,1991,97.30000305175781
lca,1992,100.9000015258789
lca,1993,96.4000015258789
lca,1994,100.30000305175781
lca,1995,93.5999984741211
lca,1996,98.5
lca,1997,102.0
lca,1998,109.5
lca,1999,104.30000305175781
lca,2000,99.0999984741211
lca,2001,95.0999984741211
lca,2002,97.0
lca,2003,100.5999984741211
lca,2004,112.30000305175781
lca,2005,104.69999694824219
lca,2006,109.5999984741211
lca,2007,103.5999984741211
lca,2008,108.4000015258789
lca,2009,114.5
lca,2010,115.4000015258789
lca,2011,116.0
lca,2012,113.0
lca,2013,111.5999984741211
lca,2014,109.19999694824219
lca,2015,110.0999984741211
sgp,1980,75.9000015258789
sgp,1981,76.0
sgp,1982,76.19999694824219
sgp,1983,80.0
sgp,1984,84.9000015258789
sgp,1985,86.80000305175781
sgp,1986,88.0999984741211
sgp,1987,91.0
sgp,1988,95.4000015258789
sgp,1989,96.9000015258789
sgp,1990,100.0
sgp,1991,99.80000305175781
sgp,1992,103.69999694824219
sgp,1993,112.5
sgp,1994,118.5
sgp,1995,119.5
sgp,1996,122.5999984741211
sgp,1997,125.69999694824219
sgp,1998,120.19999694824219
sgp,1999,126.69999694824219
sgp,2000,139.1999969482422
sgp,2001,128.39999389648438
sgp,2002,136.89999389648438
sgp,2003,143.6999969482422
sgp,2004,157.39999389648438
sgp,2005,167.10000610351562
sgp,2006,171.6999969482422
sgp,2007,178.39999389648438
sgp,2008,167.60000610351562
sgp,2009,166.3000030517578
sgp,2010,178.89999389648438
sgp,2011,186.60000610351562
sgp,2012,186.8000030517578
sgp,2013,191.8000030517578
sgp,2014,196.8000030517578
sgp,2015,199.1999969482422
svk,1990,100.0
svk,1991,92.80000305175781
svk,1992,92.80000305175781
svk,1993,99.5
svk,1994,107.69999694824219
svk,1995,114.30000305175781
svk,1996,122.0
svk,1997,128.0
svk,1998,134.3000030517578
svk,1999,138.0
svk,2000,142.5
svk,2001,147.60000610351562
svk,2002,158.5
svk,2003,170.8000030517578
svk,2004,175.5
svk,2005,181.1999969482422
svk,2006,191.60000610351562
svk,2007,205.8000030517578
svk,2008,210.0
svk,2009,204.3000030517578
svk,2010,214.5
svk,2011,217.89999389648438
svk,2012,221.8000030517578
svk,2013,228.89999389648438
svk,2014,232.3000030517578
svk,2015,237.0
svn,1990,100.0
svn,1991,99.0999984741211
svn,1992,100.5
svn,1993,106.5
svn,1994,113.5
svn,1995,122.9000015258789
svn,1996,131.89999389648438
svn,1997,142.5
svn,1998,146.39999389648438
svn,1999,151.6999969482422
svn,2000,156.60000610351562
svn,2001,161.6999969482422
svn,2002,162.89999389648438
svn,2003,167.89999389648438
svn,2004,173.5
svn,2005,185.5
svn,2006,196.39999389648438
svn,2007,204.8000030517578
svn,2008,204.1999969482422
svn,2009,191.3000030517578
svn,2010,196.60000610351562
svn,2011,204.10000610351562
svn,2012,203.0
svn,2013,202.3000030517578
svn,2014,204.6999969482422
svn,2015,206.5
esp,1980,73.69999694824219
esp,1981,77.30000305175781
esp,1982,80.30000305175781
esp,1983,84.0999984741211
esp,1984,89.4000015258789
esp,1985,92.69999694824219
esp,1986,94.0
esp,1987,95.19999694824219
esp,1988,97.30000305175781
esp,1989,99.5
esp,1990,100.0
esp,1991,100.80000305175781
esp,1992,103.69999694824219
esp,1993,106.0999984741211
esp,1994,109.19999694824219
esp,1995,112.4000015258789
esp,1996,113.69999694824219
esp,1997,113.5
esp,1998,112.9000015258789
esp,1999,112.5
esp,2000,113.0
esp,2001,113.0999984741211
esp,2002,113.30000305175781
esp,2003,113.69999694824219
esp,2004,114.0
esp,2005,114.4000015258789
esp,2006,115.0999984741211
esp,2007,116.5
esp,2008,116.9000015258789
esp,2009,119.80000305175781
esp,2010,122.5999984741211
esp,2011,124.5
esp,2012,127.5999984741211
esp,2013,129.8000030517578
esp,2014,130.6999969482422
esp,2015,131.0
lka,1980,79.9000015258789
lka,1981,84.19999694824219
lka,1982,83.0
lka,1983,84.80000305175781
lka,1984,85.9000015258789
lka,1985,85.5999984741211
lka,1986,86.5999984741211
lka,1987,86.0999984741211
lka,1988,88.0999984741211
lka,1989,88.69999694824219
lka,1990,100.0
lka,1991,101.30000305175781
lka,1992,110.0999984741211
lka,1993,110.19999694824219
lka,1994,116.80000305175781
lka,1995,123.5999984741211
lka,1996,123.80000305175781
lka,1997,132.3000030517578
lka,1998,129.3000030517578
lka,1999,132.5
lka,2000,132.3000030517578
lka,2001,128.0
lka,2002,133.0
lka,2003,135.10000610351562
lka,2004,139.8000030517578
lka,2005,144.10000610351562
lka,2006,151.0
lka,2007,159.0
lka,2008,172.6999969482422
lka,2009,178.8000030517578
lka,2010,187.3000030517578
lka,2011,197.89999389648438
lka,2012,206.3000030517578
lka,2013,213.6999969482422
lka,2014,229.60000610351562
lka,2015,244.10000610351562
swe,1980,90.69999694824219
swe,1981,90.5
swe,1982,90.9000015258789
swe,1983,91.69999694824219
swe,1984,93.69999694824219
swe,1985,94.0999984741211
swe,1986,96.0999984741211
swe,1987,97.80000305175781
swe,1988,97.9000015258789
swe,1989,99.5
swe,1990,100.0
swe,1991,101.19999694824219
swe,1992,103.5
swe,1993,104.9000015258789
swe,1994,107.5999984741211
swe,1995,109.80000305175781
swe,1996,111.5
swe,1997,115.9000015258789
swe,1998,118.9000015258789
swe,1999,121.0999984741211
swe,2000,125.5
swe,2001,126.69999694824219
swe,2002,131.1999969482422
swe,2003,136.1999969482422
swe,2004,141.0
swe,2005,144.60000610351562
swe,2006,149.39999389648438
swe,2007,149.89999389648438
swe,2008,147.1999969482422
swe,2009,143.6999969482422
swe,2010,148.5
swe,2011,149.5
swe,2012,149.3000030517578
swe,2013,150.6999969482422
swe,2014,151.6999969482422
swe,2015,154.39999389648438
che,1980,92.5999984741211
che,1981,92.9000015258789
che,1982,91.19999694824219
che,1983,92.5
che,1984,95.5999984741211
che,1985,97.5
che,1986,97.4000015258789
che,1987,95.80000305175781
che,1988,96.4000015258789
che,1989,98.9000015258789
che,1990,100.0
che,1991,96.9000015258789
che,1992,97.0
che,1993,97.9000015258789
che,1994,98.5
che,1995,100.30000305175781
che,1996,102.5999984741211
che,1997,105.69999694824219
che,1998,106.9000015258789
che,1999,106.4000015258789
che,2000,109.80000305175781
che,2001,112.19999694824219
che,2002,113.0
che,2003,112.5999984741211
che,2004,113.4000015258789
che,2005,116.30000305175781
che,2006,119.0999984741211
che,2007,121.69999694824219
che,2008,122.30000305175781
che,2009,119.69999694824219
che,2010,121.9000015258789
che,2011,121.5999984741211
che,2012,122.30000305175781
che,2013,124.5
che,2014,125.9000015258789
che,2015,126.19999694824219
twn,1980,54.099998474121094
twn,1981,58.400001525878906
twn,1982,59.0
twn,1983,62.0
twn,1984,66.19999694824219
twn,1985,69.5999984741211
twn,1986,74.0999984741211
twn,1987,83.0
twn,1988,87.0999984741211
twn,1989,94.0
twn,1990,100.0
twn,1991,106.0999984741211
twn,1992,111.69999694824219
twn,1993,117.80000305175781
twn,1994,123.80000305175781
twn,1995,131.60000610351562
twn,1996,139.10000610351562
twn,1997,144.6999969482422
twn,1998,150.8000030517578
twn,1999,158.1999969482422
twn,2000,165.5
twn,2001,173.5
twn,2002,180.3000030517578
twn,2003,184.6999969482422
twn,2004,189.60000610351562
twn,2005,197.10000610351562
twn,2006,205.39999389648438
twn,2007,214.5
twn,2008,214.60000610351562
twn,2009,216.89999389648438
twn,2010,229.60000610351562
twn,2011,237.3000030517578
twn,2012,237.3000030517578
twn,2013,242.60000610351562
twn,2014,247.89999389648438
twn,2015,252.6999969482422
tha,1980,64.30000305175781
tha,1981,73.5
tha,1982,65.0999984741211
tha,1983,74.5
tha,1984,74.69999694824219
tha,1985,78.0
tha,1986,79.5
tha,1987,82.69999694824219
tha,1988,89.19999694824219
tha,1989,97.5
tha,1990,100.0
tha,1991,114.4000015258789
tha,1992,118.5999984741211
tha,1993,127.0
tha,1994,137.0
tha,1995,145.10000610351562
tha,1996,151.89999389648438
tha,1997,145.10000610351562
tha,1998,141.1999969482422
tha,1999,144.89999389648438
tha,2000,148.1999969482422
tha,2001,149.60000610351562
tha,2002,152.0
tha,2003,160.0
tha,2004,164.6999969482422
tha,2005,171.10000610351562
tha,2006,177.5
tha,2007,184.3000030517578
tha,2008,183.5
tha,2009,178.60000610351562
tha,2010,190.1999969482422
tha,2011,189.1999969482422
tha,2012,200.10000610351562
tha,2013,206.10000610351562
tha,2014,212.10000610351562
tha,2015,218.10000610351562
tur,1980,66.0999984741211
tur,1981,68.69999694824219
tur,1982,71.69999694824219
tur,1983,73.9000015258789
tur,1984,79.5999984741211
tur,1985,81.0999984741211
tur,1986,85.9000015258789
tur,1987,93.30000305175781
tur,1988,95.9000015258789
tur,1989,93.0999984741211
tur,1990,100.0
tur,1991,96.9000015258789
tur,1992,100.4000015258789
tur,1993,112.69999694824219
tur,1994,100.4000015258789
tur,1995,105.19999694824219
tur,1996,108.5
tur,1997,117.4000015258789
tur,1998,117.5999984741211
tur,1999,109.9000015258789
tur,2000,119.0999984741211
tur,2001,112.0
tur,2002,119.19999694824219
tur,2003,126.5
tur,2004,137.5
tur,2005,144.5
tur,2006,151.10000610351562
tur,2007,158.5
tur,2008,157.0
tur,2009,150.3000030517578
tur,2010,154.89999389648438
tur,2011,158.89999389648438
tur,2012,158.39999389648438
tur,2013,162.39999389648438
tur,2014,164.39999389648438
tur,2015,165.0
gbr,1980,80.0999984741211
gbr,1981,82.5
gbr,1982,86.0
gbr,1983,89.0
gbr,1984,89.30000305175781
gbr,1985,91.4000015258789
gbr,1986,95.69999694824219
gbr,1987,97.9000015258789
gbr,1988,98.9000015258789
gbr,1989,99.0999984741211
gbr,1990,100.0
gbr,1991,102.69999694824219
gbr,1992,107.30000305175781
gbr,1993,111.5
gbr,1994,114.0999984741211
gbr,1995,115.19999694824219
gbr,1996,117.0
gbr,1997,119.5
gbr,1998,121.30000305175781
gbr,1999,124.0
gbr,2000,128.1999969482422
gbr,2001,130.5
gbr,2002,134.0
gbr,2003,139.39999389648438
gbr,2004,142.5
gbr,2005,143.3000030517578
gbr,2006,146.6999969482422
gbr,2007,149.10000610351562
gbr,2008,149.3000030517578
gbr,2009,145.6999969482422
gbr,2010,147.89999389648438
gbr,2011,149.60000610351562
gbr,2012,147.60000610351562
gbr,2013,147.5
gbr,2014,147.60000610351562
gbr,2015,148.10000610351562
usa,1980,86.69999694824219
usa,1981,88.69999694824219
usa,1982,88.4000015258789
usa,1983,90.4000015258789
usa,1984,92.4000015258789
usa,1985,93.80000305175781
usa,1986,95.9000015258789
usa,1987,96.5999984741211
usa,1988,97.80000305175781
usa,1989,98.5
usa,1990,100.0
usa,1991,101.30000305175781
usa,1992,104.9000015258789
usa,1993,105.30000305175781
usa,1994,106.19999694824219
usa,1995,106.4000015258789
usa,1996,109.0999984741211
usa,1997,110.69999694824219
usa,1998,113.19999694824219
usa,1999,116.19999694824219
usa,2000,119.30000305175781
usa,2001,122.0
usa,2002,125.80000305175781
usa,2003,129.89999389648438
usa,2004,133.39999389648438
usa,2005,135.8000030517578
usa,2006,137.0
usa,2007,138.39999389648438
usa,2008,139.39999389648438
usa,2009,143.39999389648438
usa,2010,147.10000610351562
usa,2011,147.1999969482422
usa,2012,148.0
usa,2013,149.39999389648438
usa,2014,150.10000610351562
usa,2015,150.6999969482422
ury,1990,100.0
ury,1991,104.5999984741211
ury,1992,111.5999984741211
ury,1993,114.0
ury,1994,119.5
ury,1995,116.4000015258789
ury,1996,126.5999984741211
ury,1997,133.6999969482422
ury,1998,149.39999389648438
ury,1999,149.0
ury,2000,151.0
ury,2001,146.39999389648438
ury,2002,137.89999389648438
ury,2003,140.60000610351562
ury,2004,151.60000610351562
ury,2005,156.60000610351562
ury,2006,161.39999389648438
ury,2007,163.60000610351562
ury,2008,170.8000030517578
ury,2009,177.0
ury,2010,189.6999969482422
ury,2011,194.0
ury,2012,205.0
ury,2013,214.0
ury,2014,220.1999969482422
ury,2015,225.10000610351562
ven,1980,122.30000305175781
ven,1981,118.30000305175781
ven,1982,113.0999984741211
ven,1983,108.9000015258789
ven,1984,110.4000015258789
ven,1985,108.19999694824219
ven,1986,107.80000305175781
ven,1987,106.19999694824219
ven,1988,106.9000015258789
ven,1989,96.80000305175781
ven,1990,100.0
ven,1991,106.5
ven,1992,108.5999984741211
ven,1993,103.5999984741211
ven,1994,99.69999694824219
ven,1995,102.4000015258789
ven,1996,101.0999984741211
ven,1997,104.19999694824219
ven,1998,101.5999984741211
ven,1999,96.80000305175781
ven,2000,98.0
ven,2001,98.69999694824219
ven,2002,91.80000305175781
ven,2003,83.5999984741211
ven,2004,93.5999984741211
ven,2005,96.69999694824219
ven,2006,100.19999694824219
ven,2007,104.0999984741211
ven,2008,104.69999694824219
ven,2009,102.5
ven,2010,99.0
ven,2011,100.5999984741211
ven,2012,104.5999984741211
ven,2013,103.30000305175781
ven,2014,94.9000015258789
ven,2015,88.5999984741211
vnm,1986,91.5999984741211
vnm,1987,92.9000015258789
vnm,1988,96.69999694824219
vnm,1989,99.5999984741211
vnm,1990,100.0
vnm,1991,103.5999984741211
vnm,1992,109.5
vnm,1993,115.0999984741211
vnm,1994,121.69999694824219
vnm,1995,125.19999694824219
vnm,1996,136.3000030517578
vnm,1997,147.6999969482422
vnm,1998,157.0
vnm,1999,157.3000030517578
vnm,2000,169.3000030517578
vnm,2001,180.8000030517578
vnm,2002,192.3000030517578
vnm,2003,203.0
vnm,2004,214.6999969482422
vnm,2005,228.3000030517578
vnm,2006,235.5
vnm,2007,239.6999969482422
vnm,2008,238.3000030517578
vnm,2009,247.8000030517578
vnm,2010,268.1000061035156
vnm,2011,273.79998779296875
vnm,2012,284.70001220703125
vnm,2013,294.8999938964844
vnm,2014,309.20001220703125
vnm,2015,323.79998779296875
